H_A_per_m,B_T
1.530275853522866214e+02,1.197159425861520354e+00
1.480051511295980617e+02,1.193819206258114773e+00
1.427918713692407948e+02,1.190235079512324212e+00
1.373959378894626866e+02,1.186393281576209491e+00
1.318257700652388280e+02,1.182278668308951675e+00
1.260900019209023242e+02,1.177874574174352151e+00
1.201974689684602140e+02,1.173162651716237681e+00
1.141571948113806911e+02,1.168122688914093876e+00
1.079783775338632239e+02,1.162732401000541538e+00
1.016703758958583990e+02,1.156967192696403135e+00
9.524269535428098266e+01,1.150799886063885058e+00
8.870497393102620265e+01,1.144200408263376101e+00
8.206696794855031385e+01,1.137135432386130462e+00
7.533853765386741941e+01,1.129567963174784584e+00
6.852963275188928094e+01,1.121456857773968974e+00
6.165027786909771379e+01,1.112756269594282088e+00
5.471055796853381281e+01,1.103415000821273972e+00
4.772060373708630010e+01,1.093375745922897435e+00
4.069057696601613117e+01,1.082574204528881756e+00
3.363065594556840665e+01,1.070938037043258406e+00
2.655102089444502056e+01,1.058385630001714039e+00
1.946183944474324434e+01,1.044824630091112150e+00
1.237325220283951488e+01,1.030150195362155241e+00
5.295358406485098257e+00,1.014242898745138177e+00
-1.761798301837502301e+00,9.969662015083002871e-01
-8.788243965476372210e+00,9.781633913778333689e-01
-1.577408824856011904e+01,9.576538497165527630e-01
-2.270953819610569013e+01,9.352284716874874615e-01
-2.958491180036125456e+01,9.106440087989366994e-01
-3.639065135483566138e+01,8.836160290073520329e-01
-4.311733657782930607e+01,8.538100874314216160e-01
-4.975569748768253220e+01,8.208305585653541403e-01
-5.629662701239614364e+01,7.842063804652050774e-01
-6.273119331669941801e+01,7.433726749834710379e-01
-6.905065183014701802e+01,6.976467927675803482e-01
-7.524645696028301245e+01,6.461967195916314965e-01
-8.131027347544524275e+01,5.879988624417311627e-01
-8.723398754231384089e+01,5.217808298596458005e-01
-9.300971740384419206e+01,4.459426282546521403e-01
-9.862982368380983189e+01,3.584461893088526363e-01
-1.040869193047682444e+02,2.566573868929676316e-01
-1.093738790068494353e+02,1.371149686067915097e-01
-1.144838484554064451e+02,-4.816187158073026442e-03
-1.194102529261889458e+02,-1.754809704981175889e-01
-1.241468055573486424e+02,-3.490255406723395959e-01
-1.286875151582561614e+02,-4.842343959787712149e-01
-1.330266935657590750e+02,-5.918059239320718756e-01
-1.371589625392216476e+02,-6.790659857202709926e-01
-1.410792601863512061e+02,-7.509364880256961250e-01
-1.447828469125337847e+02,-8.108441590012601674e-01
-1.482653108871090524e+02,-8.612457463754161768e-01
-1.515225730207167771e+02,-9.039460649562084393e-01
-1.545508914485805860e+02,-9.402982908693946484e-01
-1.573468655153164093e+02,-9.713343607945172931e-01
-1.599074392575732588e+02,-9.978523158728687115e-01
-1.622299043815527284e+02,-1.020476253987067539e+00
-1.643119027331868551e+02,-1.039698352352998567e+00
-1.661514282594714871e+02,-1.055908850288882039e+00
-1.677468284602048811e+02,-1.069417755807252846e+00
-1.690968053300907741e+02,-1.080470736273333454e+00
-1.702004157919028557e+02,-1.089260832640475574e+00
-1.710570716221290581e+02,-1.095937106804510286e+00
-1.716665388712247875e+02,-1.100610980853563348e+00
-1.720289367813260810e+02,-1.103360788724816022e+00
-1.721447362049694618e+02,-1.104234894001447476e+00
-1.720147575290673103e+02,-1.104159296633638210e+00
-1.716401681090744376e+02,-1.103941099573543472e+00
-1.710224792189585514e+02,-1.103580221680376283e+00
-1.701635425232574050e+02,-1.103076157893931875e+00
-1.690655460781579791e+02,-1.102427979052088114e+00
-1.677310098691802409e+02,-1.101634329005182877e+00
-1.661627808936754036e+02,-1.100693419025268405e+00
-1.643640277969641943e+02,-1.099603019478747612e+00
-1.623382350715461371e+02,-1.098360448701334091e+00
-1.600891968293865943e+02,-1.096962558984150293e+00
-1.576210101578687386e+02,-1.095405719548606216e+00
-1.549380680705361044e+02,-1.093685796354964213e+00
-1.520450520642973800e+02,-1.091798128554695824e+00
-1.489469242952642389e+02,-1.089737501359254956e+00
-1.456489193859028717e+02,-1.087498115057174974e+00
-1.421565358766456200e+02,-1.085073549866710785e+00
-1.384755273355620488e+02,-1.082456726261868063e+00
-1.346118931401306895e+02,-1.079639860354714376e+00
-1.305718689455551100e+02,-1.076614413855403019e+00
-1.263619168544577462e+02,-1.073371038062224114e+00
-1.219887153031586706e+02,-1.069899511256001912e+00
-1.174591486800824782e+02,-1.066188668784762816e+00
-1.127802966921528594e+02,-1.062226325024166806e+00
-1.079594234953462433e+02,-1.057999186284735327e+00
-1.030039666058236776e+02,-1.053492753606119825e+00
-9.792152560833073949e+01,-1.048691214228951729e+00
-9.271985067876222786e+01,-1.043577320362994332e+00
-8.740683093798635639e+01,-1.038132253672862104e+00
-8.199048265420726977e+01,-1.032335473675189963e+00
-7.647893731127911110e+01,-1.026164547978896779e+00
-7.088042956050649934e+01,-1.019594961997310367e+00
-6.520328507357464787e+01,-1.012599905410621171e+00
-5.945590831431078982e+01,-1.005150032251513004e+00
-5.364677024702108099e+01,-9.972131910165420443e-01
-4.778439599918625191e+01,-9.887541206602332711e-01
-4.187735249626386036e+01,-9.797341076951620042e-01
-3.593423608634272171e+01,-9.701105988850169393e-01
-2.996366017232114132e+01,-9.598367631617741313e-01
-2.397424286919502734e+01,-9.488609954031854699e-01
-1.797459470396374215e+01,-9.371263535506082487e-01
-1.197330637549136867e+01,-9.245699192044607440e-01
-5.978936591541956780e+00,-9.111220702774025515e-01
-7.168415228656016668e-13,-8.967056524827914377e-01
5.955044768885220385e+00,-8.812350343557171506e-01
1.187780693265473886e+01,-8.646150281126727677e-01
1.775997524282578510e+01,-8.467396559229716235e-01
2.359332951104524767e+01,-8.274907380658291789e-01
2.936975195941483463e+01,-8.067362759705638542e-01
3.508123837952630453e+01,-7.843285992971744669e-01
4.071990908505437545e+01,-7.601022420660910051e-01
4.627801964314081573e+01,-7.338715085124551951e-01
5.174797137014697768e+01,-7.054276850545744271e-01
5.712232157776519159e+01,-6.745358509295362737e-01
6.239379355588971521e+01,-6.409312373244037131e-01
6.755528627906373629e+01,-6.043150842789429822e-01
7.259988382377962068e+01,-5.643499479144913344e-01
7.752086448437189858e+01,-5.206544202092444618e-01
8.231170957570815006e+01,-4.727972434787346412e-01
8.696611191138933350e+01,-4.202908377728740152e-01
9.147798394667896105e+01,-3.625843202551050082e-01
9.584146557588528026e+01,-2.990561940576358380e-01
1.000509315744792502e+02,-2.290070386414405634e-01
1.041009986767512743e+02,-1.516527707829247729e-01
1.079865322803815104e+02,-6.611940189306336757e-02
1.117026527698636187e+02,2.855925655719820933e-02
1.152447414512880783e+02,1.334387276077609874e-01
1.186084460915818539e+02,2.496525601223803514e-01
1.217896860558940233e+02,3.719690297389808831e-01
1.247846570374119466e+02,4.743903077218637465e-01
1.275898353744924378e+02,5.586296891451500990e-01
1.302019819506077170e+02,6.286078982142162541e-01
1.326181456732177821e+02,6.871505587934100268e-01
1.348356665282890674e+02,7.363401966216138739e-01
1.368521782078055935e+02,7.777398842044753735e-01
1.386656103082356140e+02,8.125398655708014894e-01
1.402741900985309371e+02,8.416562709521401286e-01
1.416764438568649211e+02,8.657990676473736880e-01
1.428711977759230933e+02,8.855196821354358594e-01
1.438575784371824682e+02,9.012448241936918958e-01
1.446350128552265346e+02,9.133006967159724709e-01
1.452032280937494590e+02,9.219303202460145119e-01
1.455622504555083481e+02,9.273057720874425813e-01
1.457124042490822262e+02,9.295365267512896157e-01
1.456543101358840602e+02,9.294966642449600247e-01
1.453888830614595804e+02,9.293143432466879350e-01
1.449173297756827878e+02,9.289896533717361127e-01
1.442411459470233979e+02,9.285223111194800261e-01
1.433621128766222341e+02,9.279116613167450733e-01
1.422822938184544910e+02,9.271566765722982773e-01
1.410040299124007390e+02,9.262559547662938542e-01
1.395299357375667739e+02,9.252077145815749137e-01
1.378628944937074152e+02,9.240097890673464320e-01
1.360060528191054061e+02,9.226596172097185633e-01
1.339628152537470385e+02,9.211542334677260691e-01
1.317368383570958201e+02,9.194902552175632238e-01
1.293320244902326976e+02,9.176638680317266150e-01
1.267525152725626754e+02,9.156708087034399757e-01
1.240026847237105585e+02,9.135063459099679317e-01
1.210871321016410178e+02,9.111652583911351577e-01
1.180106744484210282e+02,9.086418105013958080e-01
1.147783388554132245e+02,9.059297249751185888e-01
1.113953544600498020e+02,9.030221527252075830e-01
1.078671441866570149e+02,8.999116394747930237e-01
1.041993162441294629e+02,8.965900890004141477e-01
1.003976553935396225e+02,8.930487227429209085e-01
9.646811399904265727e+01,8.892780355192864139e-01
9.241680287570160601e+01,8.852677470447811725e-01
8.824998194808372887e+01,8.810067489506971938e-01
8.397405073369316142e+01,8.764830469583593242e-01
7.959553866550712087e+01,8.716836978459321372e-01
7.512109526804754012e+01,8.665947408212155700e-01
7.055748020156796940e+01,8.612011228919451700e-01
6.591155318908079153e+01,8.554866178064093329e-01
6.119026384103510452e+01,8.494337381227445860e-01
5.640064139256489995e+01,8.430236399572987871e-01
5.154978436827803989e+01,8.362360199633727120e-01
4.664485018959950224e+01,8.290490041048972358e-01
4.169304473971644853e+01,8.214390278195573547e-01
3.670161190116185423e+01,8.133807072179279896e-01
3.167782308104835565e+01,8.048467010465847338e-01
2.662896673894445598e+01,7.958075632627952256e-01
2.156233793228932782e+01,7.862315862376725306e-01
1.648522789418687040e+01,7.760846348380430193e-01
1.140491365829167059e+01,7.653299719527448808e-01
6.328647745393052304e+00,7.539280764493219156e-01
1.263647926143701472e+00,7.418364551003300278e-01
-3.782912925787096814e+00,7.290094507397126833e-01
-8.803916876028569760e+00,7.153980498422551904e-01
-1.379231085340308383e+01,7.009496939158026407e-01
-1.874111644173617108e+01,6.856081006212313422e-01
-2.364343952614402866e+01,6.693131024667196005e-01
-2.849247978064780185e+01,6.520005133527557728e-01
-3.328153998421641546e+01,6.336020362810488304e-01
-3.800403515265266918e+01,6.140452293079383672e-01
-4.265350147404888048e+01,5.932535514600072446e-01
-4.722360503585545644e+01,5.711465159853057472e-01
-5.170815033196277000e+01,5.476399851380950867e-01
-5.610108853855616928e+01,5.226466488244430053e-01
-6.039652554786651706e+01,4.960767389662762428e-01
-6.458872974933967726e+01,4.678390423879054127e-01
-6.867213954814926069e+01,4.378422872664756715e-01
-7.264137061137795115e+01,4.059969913633798555e-01
-7.649122283264138389e+01,3.722178736655756826e-01
-8.021668700634501192e+01,3.364269435034679123e-01
-8.381295120322694459e+01,2.985573907502027113e-01
-8.727540683929794341e+01,2.585584044654775093e-01
-9.059965443074990787e+01,2.164010412300575448e-01
-9.378150902788806320e+01,1.720852428881886054e-01
-9.681700532162793138e+01,1.256480593918878341e-01
-9.970240241658868285e+01,7.717305746365465957e-02
-1.024341882653093734e+02,2.680078068557817383e-02
-1.050090837586256640e+02,-2.526003706928825476e-02
-1.074240464677547209e+02,-7.872102041349088308e-02
-1.096762740341418834e+02,-1.332032482834371589e-01
-1.117632072036490740e+02,-1.882279886267776980e-01
-1.136825325021841024e+02,-2.432104760245071273e-01
-1.154321845503853865e+02,-2.974583988278168278e-01
-1.170103480155120650e+02,-3.501768958655937514e-01
-1.184154591992026724e+02,-4.004817702740740559e-01
-1.196462072602970466e+02,-4.474222122529372681e-01
-1.207015350724383183e+02,-4.890289102994256898e-01
-1.215806397166894612e+02,-5.222744221717937618e-01
-1.222829726099224104e+02,-5.478415119465287475e-01
-1.228082392702532815e+02,-5.664145251598726727e-01
-1.231563987213058340e+02,-5.784760260769932216e-01
-1.233276625375974191e+02,-5.843380971404991131e-01
-1.233224935338413815e+02,-5.843339695104471376e-01
-1.231416041014556129e+02,-5.841894282106859793e-01
-1.227859541960592509e+02,-5.839047046641118177e-01
-1.222567489802186174e+02,-5.834797114205120261e-01
-1.215554361261803962e+02,-5.829140446473360937e-01
-1.206837027837933931e+02,-5.822069852563832582e-01
-1.196434722192783653e+02,-5.813574987016497664e-01
-1.184369001309514715e+02,-5.803642334755289012e-01
-1.170663706484416053e+02,-5.792255183231996840e-01
-1.155344920223679708e+02,-5.779393581882880104e-01
-1.138440920118576116e+02,-5.765034288967708642e-01
-1.119982129776838065e+02,-5.749150705805728956e-01
-1.100001066891920516e+02,-5.731712798373914675e-01
-1.078532288535607222e+02,-5.712687006190456662e-01
-1.055612333763003505e+02,-5.692036138370831777e-01
-1.031279663622433844e+02,-5.669719256716224676e-01
-1.005574598666144084e+02,-5.645691545675247669e-01
-9.785392540607907108e+01,-5.619904169011439299e-01
-9.502174723998248851e+01,-5.592304113012623867e-01
-9.206547543226901098e+01,-5.562834016096050993e-01
-8.898981870484352896e+01,-5.531431984698133020e-01
-8.579963709339726563e+01,-5.498031395392816156e-01
-8.249993441695056617e+01,-5.462560683262162042e-01
-7.909585057258631480e+01,-5.424943116651729236e-01
-7.559265366705730571e+01,-5.385096558587295634e-01
-7.199573199713049121e+01,-5.342933215315813777e-01
-6.831058589069749587e+01,-5.298359372670181644e-01
-6.454281942084227808e+01,-5.251275121255051248e-01
-6.069813200517240404e+01,-5.201574071820426193e-01
-5.678230990285145197e+01,-5.149143062645998858e-01
-5.280121762185562062e+01,-5.093861861318095263e-01
-4.876078924905509382e+01,-5.035602863961662345e-01
-4.466701971579055197e+01,-4.974230795815223205e-01
-4.052595601164191663e+01,-4.909602418032311677e-01
-3.634368835912710693e+01,-4.841566246789489325e-01
-3.212634136204987811e+01,-4.769962292212480692e-01
-2.788006514022898585e+01,-4.694621826338712944e-01
-2.361102646329099386e+01,-4.615367191359956989e-01
-1.932539989616205744e+01,-4.532011661783211798e-01
-1.502935896883702860e+01,-4.444359376966459108e-01
-1.072906738290910944e+01,-4.352205363786406656e-01
-6.430670267240153670e+00,-4.255335673041663602e-01
-2.140285495046438502e+00,-4.153527657649634941e-01
2.136004925483950601e+00,-4.046550425820943930e-01
6.392163375057045016e+00,-3.934165508246857401e-01
1.062220504982105673e+01,-3.816127784954336244e-01
1.482020627898076093e+01,-3.692186724889318095e-01
1.898031272205325948e+01,-3.562087999464625954e-01
2.309674743456817581e+01,-3.425575540183639633e-01
2.716381879124744714e+01,-3.282394119877799499e-01
3.117592825593620276e+01,-3.132292546823470802e-01
3.512757798782807583e+01,-2.975027570635339069e-01
3.901337827380370982e+01,-2.810368607788066297e-01
4.282805477697625207e+01,-2.638103402073582737e-01
4.656645559186009109e+01,-2.458044740133523698e-01
5.022355809687211092e+01,-2.270038342931669506e-01
5.379447559521408095e+01,-2.073972048733720985e-01
5.727446373552129444e+01,-1.869786389453346187e-01
6.065892670400085507e+01,-1.657486637211611491e-01
6.394342318015386439e+01,-1.437156358269480183e-01
6.712367204853883607e+01,-1.208972453383848622e-01
7.019555785940599435e+01,-9.732215831981283483e-02
7.315513603143266153e+01,-7.303177708166097570e-02
7.599863779017246657e+01,-4.808208383430201405e-02
7.872247483623078779e+01,-2.254551686304806513e-02
8.132324373760521041e+01,3.487191073687667675e-03
8.379773004102796108e+01,2.990530416003911451e-02
8.614291209757034551e+01,5.657661974106020786e-02
8.835596459820791893e+01,8.334638670502114710e-02
9.043426181546304576e+01,1.100367626064807647e-01
9.237538054767499318e+01,1.364469788008466633e-01
9.417710276289956539e+01,1.623543850225773744e-01
9.583741793986486357e+01,1.875165321609888469e-01
9.735452510385601954e+01,2.116744204625587988e-01
9.872683455585341505e+01,2.345569871430152054e-01
9.995296929367978578e+01,2.558868316877043192e-01
1.010317661243661718e+02,2.753870813533232376e-01
1.019622764673803204e+02,2.927891898369378576e-01
1.027437668488143174e+02,3.078413490949071241e-01
1.033757190870583429e+02,3.203170916266567247e-01
1.038578301709279117e+02,3.300235837040105258e-01
1.041900118316511055e+02,3.368090737824248060e-01
1.043723898105456129e+02,3.405689756701820170e-01
1.044053028246465402e+02,3.412501373833230489e-01
1.042893012329660110e+02,3.411437501151284302e-01
1.040251454064815562e+02,3.409011394333854028e-01
1.036138038053595665e+02,3.405223810326014622e-01
1.030564507673239234e+02,3.400072897826624807e-01
1.023544640114766509e+02,3.393554218959529134e-01
1.015094218622628688e+02,3.385660762843976102e-01
1.005231001986567065e+02,3.376382951404852673e-01
9.939746913401205575e+01,3.365708637745499221e-01
9.813468943238572706e+01,3.353623097394171637e-01
9.673710866749524939e+01,3.340109012729794991e-01
9.520725713081047559e+01,3.325146450893938788e-01
9.354784349561350609e+01,3.308712835504723504e-01
9.176175024418392923e+01,3.290782912505314517e-01
8.985202886556757562e+01,3.271328710505605475e-01
8.782189483169123889e+01,3.250319496011808695e-01
8.567472235987145268e+01,3.227721723986241020e-01
8.341403897002858514e+01,3.203498984239945280e-01
8.104351984518774543e+01,3.177611944235816388e-01
7.856698200408511923e+01,3.150018288971514480e-01
7.598837829494139839e+01,3.120672658721859172e-01
7.331179121966810897e+01,3.089526585552300197e-01
7.054142659798864656e+01,3.056528429671425684e-01
6.768160708114757540e+01,3.021623316874528786e-01
6.473676552504366555e+01,2.984753078545820948e-01
6.171143823279625451e+01,2.945856195938227895e-01
5.861025807690118938e+01,2.904867750741584320e-01
5.543794751124965359e+01,2.861719384287046974e-01
5.219931148341233751e+01,2.816339268124372630e-01
4.889923025769349607e+01,2.768652089154521878e-01
4.554265215952869283e+01,2.718579053009579916e-01
4.213458625188544460e+01,2.666037909952712059e-01
3.868009495437743794e+01,2.610943008229165141e-01
3.518428661583660499e+01,2.553205380542546976e-01
3.165230805111128731e+01,2.492732870165814685e-01
2.808933705287030591e+01,2.429430304129704954e-01
2.450057488919085102e+01,2.363199721967876865e-01
2.089123879766633252e+01,2.293940669640708307e-01
1.726655448675042592e+01,2.221550569509844753e-01
1.363174865500016431e+01,2.145925178589604965e-01
9.992041538795326971e+00,2.066959148749709652e-01
6.352639499045924509e+00,1.984546704072802648e-01
2.718727657302642875e+00,1.898582452153334543e-01
-9.045374084462172171e-01,1.808962347724545339e-01
-4.512034898110054648e+00,1.715584828567326969e-01
-8.098686943941554972e+00,1.618352145114938523e-01
-1.165946567520547816e+01,1.517171906429759520e-01
-1.518940018337475983e+01,1.411958866168054882e-01
-1.868358337831950422e+01,1.302636972614281685e-01
-2.213717872614800086e+01,1.189141706664325060e-01
-2.554542685958309534e+01,1.071422730533240220e-01
-2.890365205195677945e+01,9.494468676795775330e-02
-3.220726854613667456e+01,8.232014306476842513e-02
-3.545178672995660207e+01,6.926979078595363326e-02
-3.863281914995839372e+01,5.579760124302635127e-02
-4.174608635551553704e+01,4.191080853996131950e-02
-4.478742256569976377e+01,2.762038319252990703e-02
-4.775278115151662917e+01,1.294153515673701627e-02
-5.063823992643384742e+01,-2.105759752777602856e-03
-5.344000623843198383e+01,-1.749621861486705399e-02
-5.615442185711564349e+01,-3.319870683241621379e-02
-5.877796764973860633e+01,-4.917570506766599792e-02
-6.130726804031701960e+01,-6.538280612052171925e-02
-6.373909524635305957e+01,-8.176826396156244847e-02
-6.607037328801465037e+01,-9.827262086984434042e-02
-6.829818176496344506e+01,-1.148284420600141909e-01
-7.041975939638615500e+01,-1.313601899693956909e-01
-7.243250732012566573e+01,-1.477842720992501580e-01
-7.433399214716989434e+01,-1.640092964988093538e-01
-7.612194876813128985e+01,-1.799365671577339842e-01
-7.779428290870175999e+01,-1.954608472697613175e-01
-7.934907343144908509e+01,-2.104714111749083072e-01
-8.078457438168261717e+01,-2.248533955710420029e-01
-8.209921677550234165e+01,-2.384894473454742814e-01
-8.329161012850975965e+01,-2.512616494696134906e-01
-8.436054372403636137e+01,-2.630536885527940960e-01
-8.530498762012820180e+01,-2.737532089780003730e-01
-8.612409339489286708e+01,-2.832542804990854091e-01
-8.681719463019030059e+01,-2.914598904638132648e-01
-8.738380713402804645e+01,-2.982843602101045155e-01
-8.782362890238525210e+01,-3.036555792915485164e-01
-8.813653982156071720e+01,-3.075169522693612656e-01
-8.832260111250832324e+01,-3.098289615060719759e-01
-8.838205451898095077e+01,-3.105702655927118361e-01
-8.831532124166362507e+01,-3.105009350946710267e-01
-8.812300062083077989e+01,-3.103009211104159615e-01
-8.780586857040911752e+01,-3.099704256510673606e-01
-8.736487576667082067e+01,-3.095094433450857885e-01
-8.680114559511983430e+01,-3.089177641045235401e-01
-8.611597185946190791e+01,-3.081949753805834913e-01
-8.531081625687474457e+01,-3.073404640406995902e-01
-8.438730562411035407e+01,-3.063534179006504043e-01
-8.334722895926910269e+01,-3.052328269468889133e-01
-8.219253422438536916e+01,-3.039774842864468862e-01
-8.092532493425980533e+01,-3.025859868644338313e-01
-7.954785653725038230e+01,-3.010567359924101183e-01
-7.806253259401202627e+01,-2.993879377347734572e-01
-7.647190076044002183e+01,-2.975776032049350928e-01
-7.477864858132036829e+01,-2.956235488283787127e-01
-7.298559910144069818e+01,-2.935233966359958035e-01
-7.109570630114306766e+01,-2.912745746582419137e-01
-6.911205036352889408e+01,-2.888743174989492069e-01
-6.703783278072810958e+01,-2.863196671770202872e-01
-6.487637130685142495e+01,-2.836074743349350502e-01
-6.263109476543461085e+01,-2.807343999250799804e-01
-6.030553771934886242e+01,-2.776969174985097766e-01
-5.790333501132611360e+01,-2.744913162359992054e-01
-5.542821618339998224e+01,-2.711137048782781278e-01
-5.288399978369132981e+01,-2.675600167312530697e-01
-5.027458756910537829e+01,-2.638260159429923757e-01
-4.760395861262200867e+01,-2.599073052723297472e-01
-4.487616332394984653e+01,-2.557993355942584923e-01
-4.209531739241535320e+01,-2.514974174148774111e-01
-3.926559566103143339e+01,-2.469967346985602052e-01
-3.639122594074785155e+01,-2.422923613421685829e-01
-3.347648277393609106e+01,-2.373792806654386744e-01
-3.052568115619969902e+01,-2.322524083229269287e-01
-2.754317022562926098e+01,-2.269066190807669248e-01
-2.453332692861532038e+01,-2.213367779404218361e-01
-2.150054967134444084e+01,-2.155377761310659501e-01
-1.844925196608741658e+01,-2.095045725311155405e-01
-1.538385608134506377e+01,-2.032322411166529452e-01
-1.230878670488981541e+01,-1.967160250684529821e-01
-9.228464628687300220e+00,-1.899513981981391098e-01
-6.147300464599094738e+00,-1.829341343750949811e-01
-3.069688399708056625e+00,-1.756603856463962998e-01
-1.193313034277410889e-13,-1.681267697384536408e-01
