H_A_per_m,B_T
-4.492289257981810238e+02,-1.450020080952029389e+00
-4.538979752039983850e+02,-1.452190458336172219e+00
-4.579015384432851192e+02,-1.454008894716207312e+00
-4.612365695082473849e+02,-1.455494602658383041e+00
-4.639009872566852550e+02,-1.456663065103857013e+00
-4.658936745221298565e+02,-1.457526428597638812e+00
-4.672144758538182714e+02,-1.458093804060110354e+00
-4.678641938952046644e+02,-1.458371489070022342e+00
-4.678445844116077978e+02,-1.458368280756429769e+00
-4.671583499794784871e+02,-1.458255880340756372e+00
-4.658091323516291595e+02,-1.458034174633700442e+00
-4.638015035145958791e+02,-1.457702516001282422e+00
-4.611409554561022901e+02,-1.457259717567852775e+00
-4.578338886623634494e+02,-1.456704042061085280e+00
-4.538875993666945305e+02,-1.456033184093418198e+00
-4.493102655725880368e+02,-1.455244245529603297e+00
-4.441109318760734936e+02,-1.454333703433700942e+00
-4.382994931137863546e+02,-1.453297369915252935e+00
-4.318866768647415029e+02,-1.452130342996916346e+00
-4.248840248353271818e+02,-1.450826947396646416e+00
-4.173038731585113510e+02,-1.449380663847049888e+00
-4.091593316396703699e+02,-1.447784045250826379e+00
-4.004642619828280203e+02,-1.446028617579357745e+00
-3.912332550324091471e+02,-1.444104762942301612e+00
-3.814816070668667862e+02,-1.442001581664878795e+00
-3.712252951817639541e+02,-1.439706729474363733e+00
-3.604809518010211491e+02,-1.437206224976007363e+00
-3.492658383561412734e+02,-1.434484221435687656e+00
-3.375978181742406150e+02,-1.431522735407799063e+00
-3.254953286166891075e+02,-1.428301322852640221e+00
-3.129773525110525156e+02,-1.424796690942573996e+00
-3.000633889198781503e+02,-1.420982230575637217e+00
-2.867734232906198031e+02,-1.416827450443487679e+00
-2.731278970317280255e+02,-1.412297287981208571e+00
-2.591476765605373203e+02,-1.407351265156903564e+00
-2.448540218691832422e+02,-1.401942447122713098e+00
-2.302685546552636993e+02,-1.396016148211768781e+00
-2.154132260643988843e+02,-1.389508311116321337e+00
-2.003102840922136636e+02,-1.382343459081241122e+00
-1.849822406935525692e+02,-1.374432084225920780e+00
-1.694518386469729307e+02,-1.365667282519222203e+00
-1.537420182227075429e+02,-1.355920369473590625e+00
-1.378758837023893591e+02,-1.345035097617535147e+00
-1.218766697988389183e+02,-1.332819926748995298e+00
-1.057677080241615357e+02,-1.319037536963072021e+00
-8.957239305430039167e+01,-1.303390365021458219e+00
-7.331414913798167277e+01,-1.285500286692009331e+00
-5.701639659774452440e+01,-1.264879481512369397e+00
-4.070251847043317639e+01,-1.240887668180811865e+00
-2.439582733412185789e+01,-1.212667644127641164e+00
-8.119532368012961854e+00,-1.179045102864456629e+00
8.103293308694782482e+00,-1.138367284669998369e+00
2.424974497352399894e+01,-1.088231957045665554e+00
4.029711826824846810e+01,-1.025008649232169944e+00
5.622294075315252115e+01,-9.429391475612388662e-01
7.200500300470052650e+01,-8.323118638472378761e-01
8.762138921412773129e+01,-6.753671841649945273e-01
1.030505072453478164e+02,-4.357841174356725800e-01
