time_s,I_A
1.330000000000000073e-04,4.079480462106061661e-03
1.340000000000000045e-04,4.140812669651764387e-03
1.350000000000000017e-04,4.202602214332061374e-03
1.359999999999999989e-04,4.264849086436240354e-03
1.369999999999999961e-04,4.327553276257565043e-03
1.379999999999999933e-04,4.390714780749524482e-03
1.389999999999999905e-04,4.454333586892057079e-03
1.399999999999999877e-04,4.518409691650576362e-03
1.409999999999999849e-04,4.582943085343748474e-03
1.419999999999999821e-04,4.647933758297303347e-03
1.430000000000000064e-04,4.713381707496315867e-03
1.440000000000000036e-04,4.779286919951424711e-03
1.450000000000000009e-04,4.845649392662058734e-03
1.459999999999999981e-04,4.912469112653214051e-03
1.469999999999999953e-04,4.979746076936911008e-03
1.479999999999999925e-04,5.047480272552501424e-03
1.489999999999999897e-04,5.115671693198677733e-03
1.499999999999999869e-04,5.184320332582308122e-03
1.509999999999999841e-04,5.253426181091850125e-03
1.519999999999999813e-04,5.322989232446761684e-03
1.530000000000000056e-04,5.393009473723056266e-03
1.540000000000000028e-04,5.463486901984662344e-03
1.550000000000000000e-04,5.534421504322171136e-03
1.559999999999999972e-04,5.605813274485961159e-03
1.569999999999999944e-04,5.677662202909994349e-03
1.579999999999999916e-04,5.749968283361652985e-03
1.589999999999999888e-04,5.822731506290135944e-03
1.599999999999999860e-04,5.895951862152594945e-03
1.609999999999999832e-04,5.969629344740492831e-03
1.619999999999999804e-04,6.043763941202508032e-03
1.630000000000000047e-04,6.118355645346670001e-03
1.640000000000000019e-04,6.193404450989837065e-03
1.649999999999999991e-04,6.268910345306093548e-03
1.659999999999999963e-04,6.344873322129970274e-03
1.669999999999999935e-04,6.421293368652336749e-03
1.679999999999999907e-04,6.498170478725614867e-03
1.689999999999999879e-04,6.575504642886468264e-03
1.699999999999999851e-04,6.653295851678850750e-03
1.709999999999999823e-04,6.731544098982791477e-03
1.719999999999999795e-04,6.810249372036649741e-03
1.730000000000000038e-04,6.889411664738124587e-03
1.740000000000000010e-04,6.969030964345229728e-03
1.749999999999999982e-04,7.049107264775324698e-03
1.759999999999999954e-04,7.129640553305640477e-03
1.769999999999999926e-04,7.210630823874515476e-03
1.779999999999999898e-04,7.292078063778177632e-03
1.789999999999999870e-04,7.373982266975065598e-03
1.799999999999999842e-04,7.456343420783714121e-03
1.809999999999999814e-04,7.539161519181998561e-03
1.819999999999999786e-04,7.622436549508553039e-03
1.830000000000000029e-04,7.706168502438309927e-03
1.840000000000000001e-04,7.790357371983597928e-03
1.849999999999999973e-04,7.875003145513976080e-03
1.859999999999999945e-04,7.960105813737062413e-03
1.869999999999999917e-04,8.045665364045826926e-03
1.879999999999999890e-04,8.131681790496553611e-03
1.889999999999999862e-04,8.218155080504076920e-03
1.899999999999999834e-04,8.305085228148758811e-03
1.909999999999999806e-04,8.392472217541163682e-03
1.920000000000000049e-04,8.480316042785950026e-03
1.930000000000000021e-04,8.568616694669583395e-03
1.939999999999999993e-04,8.657374160667643051e-03
1.949999999999999965e-04,8.746588431591335172e-03
1.959999999999999937e-04,8.836259494940310044e-03
1.969999999999999909e-04,8.926387341551841534e-03
1.979999999999999881e-04,9.016971962274905952e-03
1.989999999999999853e-04,9.108013347972397297e-03
1.999999999999999825e-04,9.199511486192996079e-03
2.009999999999999797e-04,9.291466367825218162e-03
2.020000000000000040e-04,9.383877980442927036e-03
2.030000000000000012e-04,9.476746314962022910e-03
2.039999999999999984e-04,9.570071358982213186e-03
2.049999999999999956e-04,9.663853103445902912e-03
2.059999999999999928e-04,9.758091539306764164e-03
2.069999999999999900e-04,9.852786654207568856e-03
2.079999999999999872e-04,9.947938435803682991e-03
2.089999999999999844e-04,1.004354687509030619e-02
2.099999999999999816e-04,1.013961195975349866e-02
2.109999999999999788e-04,1.023613368081562752e-02
2.120000000000000031e-04,1.033311202599013906e-02
2.130000000000000003e-04,1.043054698633010327e-02
2.139999999999999975e-04,1.052843854957724590e-02
2.149999999999999947e-04,1.062678670348764232e-02
2.159999999999999919e-04,1.072559143915986779e-02
2.169999999999999891e-04,1.082485274105279144e-02
2.179999999999999863e-04,1.092457060362159518e-02
2.189999999999999835e-04,1.102474501135586489e-02
2.199999999999999807e-04,1.112537595541467778e-02
2.209999999999999779e-04,1.122646342364622303e-02
2.220000000000000022e-04,1.132800740391436654e-02
2.229999999999999994e-04,1.143000788742413142e-02
2.239999999999999966e-04,1.153246485874593816e-02
2.249999999999999938e-04,1.163537830911772104e-02
2.259999999999999910e-04,1.173874822646651765e-02
2.269999999999999882e-04,1.184257459873747434e-02
2.279999999999999854e-04,1.194685741389230928e-02
2.289999999999999826e-04,1.205159665990951541e-02
2.299999999999999799e-04,1.215679232810897882e-02
2.309999999999999771e-04,1.226244440317795364e-02
2.320000000000000014e-04,1.236855287646967255e-02
2.329999999999999986e-04,1.247511773270629058e-02
2.339999999999999958e-04,1.258213895995068630e-02
2.349999999999999930e-04,1.268961654961196610e-02
2.359999999999999902e-04,1.279755048646220861e-02
2.369999999999999874e-04,1.290594076194585826e-02
2.379999999999999846e-04,1.301478736087143678e-02
2.389999999999999818e-04,1.312409027139326348e-02
2.399999999999999790e-04,1.323384948168331368e-02
2.409999999999999762e-04,1.334406497993213293e-02
2.420000000000000005e-04,1.345473675435012936e-02
2.429999999999999977e-04,1.356586478983727237e-02
2.439999999999999949e-04,1.367744907796986618e-02
2.449999999999999921e-04,1.378948960368608229e-02
2.459999999999999622e-04,1.390198635527320134e-02
2.469999999999999865e-04,1.401493932103551124e-02
2.480000000000000108e-04,1.412834848597191960e-02
2.489999999999999809e-04,1.424221383842780124e-02
2.500000000000000052e-04,1.435653536676795468e-02
2.509999999999999753e-04,1.447131305937618927e-02
2.519999999999999996e-04,1.458654690133312851e-02
2.529999999999999697e-04,1.470223688106343969e-02
2.539999999999999940e-04,1.481838298368641157e-02
2.549999999999999641e-04,1.493498519767043342e-02
2.559999999999999884e-04,1.505204351150267808e-02
2.570000000000000127e-04,1.516955791036692439e-02
2.579999999999999828e-04,1.528752838279186579e-02
2.590000000000000071e-04,1.540595491400457290e-02
2.599999999999999772e-04,1.552483749257725643e-02
2.610000000000000015e-04,1.564417610377894646e-02
2.619999999999999716e-04,1.576397073290187675e-02
2.629999999999999959e-04,1.588422136858296321e-02
2.639999999999999660e-04,1.600492799948497608e-02
2.649999999999999903e-04,1.612609061096573204e-02
2.660000000000000146e-04,1.624770918840449593e-02
2.669999999999999847e-04,1.636978372053006156e-02
2.680000000000000090e-04,1.649231418944370128e-02
2.689999999999999791e-04,1.661530058724540806e-02
2.700000000000000035e-04,1.673874289608128646e-02
2.709999999999999735e-04,1.686264110477423209e-02
2.719999999999999979e-04,1.698699519884308909e-02
2.729999999999999680e-04,1.711180516382989139e-02
2.739999999999999923e-04,1.723707098862997666e-02
2.749999999999999624e-04,1.736279265550674106e-02
2.759999999999999867e-04,1.748897015340233896e-02
2.770000000000000110e-04,1.761560346795710066e-02
2.779999999999999811e-04,1.774269258483563913e-02
2.790000000000000054e-04,1.787023748972798101e-02
2.799999999999999755e-04,1.799823817167369583e-02
2.809999999999999998e-04,1.812669461308724292e-02
2.819999999999999699e-04,1.825560679973307898e-02
2.829999999999999942e-04,1.838497472072962366e-02
2.839999999999999643e-04,1.851479835856488509e-02
2.849999999999999886e-04,1.864507769908328380e-02
2.860000000000000129e-04,1.877581273147855070e-02
2.869999999999999830e-04,1.890700343831931349e-02
2.880000000000000073e-04,1.903864980552707337e-02
2.889999999999999774e-04,1.917075181904872444e-02
2.900000000000000017e-04,1.930330946486009600e-02
2.909999999999999718e-04,1.943632272896240673e-02
2.919999999999999961e-04,1.956979159405859009e-02
2.929999999999999662e-04,1.970371604953077838e-02
2.939999999999999905e-04,1.983809607813734333e-02
2.949999999999999606e-04,1.997293166598883632e-02
2.959999999999999849e-04,2.010822279589861983e-02
2.970000000000000092e-04,2.024396945736213482e-02
2.979999999999999793e-04,2.038017163324774839e-02
2.990000000000000036e-04,2.051682930978108998e-02
2.999999999999999737e-04,2.065394246988771706e-02
3.009999999999999980e-04,2.079151109985025170e-02
3.019999999999999681e-04,2.092953518598090687e-02
3.029999999999999924e-04,2.106801471129271866e-02
3.039999999999999625e-04,2.120694965882941041e-02
3.049999999999999868e-04,2.134634001831745009e-02
3.060000000000000111e-04,2.148618577286043677e-02
3.069999999999999812e-04,2.162648690559066875e-02
3.080000000000000055e-04,2.176724340299771021e-02
3.089999999999999756e-04,2.190845524827571278e-02
3.099999999999999999e-04,2.205012242464928982e-02
3.109999999999999700e-04,2.219224491870012278e-02
3.119999999999999944e-04,2.233482271704104530e-02
3.129999999999999644e-04,2.247785579966241065e-02
3.139999999999999888e-04,2.262134415324022069e-02
3.149999999999999589e-04,2.276528776448183064e-02
3.159999999999999832e-04,2.290968661347191418e-02
3.170000000000000075e-04,2.305454068698210846e-02
3.179999999999999776e-04,2.319984997181629219e-02
3.190000000000000019e-04,2.334561444815565559e-02
3.199999999999999720e-04,2.349183409954243990e-02
3.209999999999999963e-04,2.363850891287660669e-02
3.219999999999999664e-04,2.378563887176709038e-02
3.229999999999999907e-04,2.393322395985330794e-02
3.239999999999999608e-04,2.408126416081068574e-02
3.249999999999999851e-04,2.422975945834600353e-02
3.260000000000000094e-04,2.437870983620050655e-02
3.269999999999999795e-04,2.452811528147756312e-02
3.280000000000000038e-04,2.467797577465943859e-02
3.289999999999999739e-04,2.482829129959139916e-02
3.299999999999999982e-04,2.497906184015162567e-02
3.309999999999999683e-04,2.513028738025363876e-02
3.319999999999999926e-04,2.528196790384805784e-02
3.329999999999999627e-04,2.543410339491777167e-02
3.339999999999999870e-04,2.558669383748297596e-02
3.350000000000000113e-04,2.573973921227219394e-02
3.359999999999999814e-04,2.589323950670420829e-02
3.370000000000000057e-04,2.604719470157932509e-02
3.379999999999999758e-04,2.620160478106241600e-02
3.390000000000000001e-04,2.635646972602534790e-02
3.399999999999999702e-04,2.651178952403423009e-02
3.409999999999999945e-04,2.666756415603514785e-02
3.419999999999999646e-04,2.682379360301326635e-02
3.429999999999999889e-04,2.698047785264380896e-02
3.439999999999999590e-04,2.713761688598748112e-02
3.449999999999999833e-04,2.729521068414056742e-02
3.460000000000000076e-04,2.745325923156698850e-02
3.469999999999999777e-04,2.761176251276713581e-02
3.480000000000000020e-04,2.777072050895257327e-02
3.489999999999999721e-04,2.793013320137439914e-02
3.499999999999999964e-04,2.809000057797796102e-02
3.509999999999999665e-04,2.825032261676443252e-02
3.519999999999999908e-04,2.841109930242987497e-02
3.529999999999999609e-04,2.857233061638133481e-02
3.539999999999999853e-04,2.873401654339484412e-02
3.550000000000000096e-04,2.889615706495914788e-02
3.559999999999999797e-04,2.905875216260123128e-02
3.570000000000000040e-04,2.922180182121727338e-02
3.579999999999999741e-04,2.938530601909006279e-02
3.589999999999999984e-04,2.954926474119770954e-02
3.599999999999999685e-04,2.971367797255721269e-02
3.609999999999999928e-04,2.987854569157637197e-02
3.619999999999999629e-04,3.004386788335544969e-02
3.629999999999999872e-04,3.020964452638485662e-02
3.639999999999999573e-04,3.037587560584965873e-02
3.649999999999999816e-04,3.054256110365165255e-02
3.660000000000000059e-04,3.070970100173349426e-02
3.669999999999999760e-04,3.087729528208201651e-02
3.680000000000000003e-04,3.104534392672556736e-02
3.689999999999999704e-04,3.121384691773711889e-02
3.699999999999999947e-04,3.138280423390503449e-02
3.709999999999999648e-04,3.155221586071586815e-02
3.719999999999999891e-04,3.172208178037401460e-02
3.729999999999999592e-04,3.189240197179903785e-02
3.739999999999999835e-04,3.206317641728277656e-02
3.750000000000000078e-04,3.223440509916326163e-02
3.759999999999999779e-04,3.240608799982023364e-02
3.770000000000000022e-04,3.257822510168074254e-02
3.779999999999999723e-04,3.275081638388939453e-02
3.789999999999999966e-04,3.292386182896465258e-02
3.799999999999999667e-04,3.309736141946807708e-02
3.809999999999999910e-04,3.327131513468297580e-02
3.819999999999999611e-04,3.344572295726388339e-02
3.829999999999999854e-04,3.362058486991347656e-02
3.840000000000000097e-04,3.379590085205246008e-02
3.849999999999999798e-04,3.397167088647783106e-02
3.860000000000000041e-04,3.414789495270394160e-02
3.869999999999999742e-04,3.432457303029463891e-02
3.879999999999999985e-04,3.450170510218760617e-02
3.889999999999999686e-04,3.467929115136954982e-02
3.899999999999999929e-04,3.485733115754766076e-02
3.909999999999999630e-04,3.503582510047616172e-02
3.919999999999999873e-04,3.521477295996008894e-02
3.929999999999999574e-04,3.539417471917832153e-02
3.939999999999999817e-04,3.557403035803504560e-02
3.950000000000000061e-04,3.575433985980744356e-02
3.959999999999999762e-04,3.593510320117029866e-02
3.970000000000000005e-04,3.611632036550128932e-02
3.979999999999999706e-04,3.629799133290273483e-02
3.989999999999999949e-04,3.648011608352488139e-02
3.999999999999999650e-04,3.666269459757011406e-02
4.009999999999999893e-04,3.684572685862061436e-02
4.019999999999999594e-04,3.702921284365047472e-02
4.029999999999999837e-04,3.721315253301735182e-02
4.040000000000000080e-04,3.739754591045536813e-02
4.049999999999999781e-04,3.758239295309546285e-02
4.060000000000000024e-04,3.776769364145009938e-02
4.069999999999999725e-04,3.795344795608212446e-02
4.079999999999999968e-04,3.813965587760827919e-02
4.089999999999999669e-04,3.832631738669740884e-02
4.099999999999999912e-04,3.851343246407137877e-02
4.109999999999999613e-04,3.870100108717895726e-02
4.119999999999999856e-04,3.888902323684955559e-02
4.129999999999999557e-04,3.907749889396628512e-02
4.139999999999999800e-04,3.926642803946636673e-02
4.150000000000000043e-04,3.945581065101478463e-02
4.159999999999999744e-04,3.964564670965630561e-02
4.169999999999999987e-04,3.983593619316701251e-02
4.179999999999999688e-04,4.002667908270211850e-02
4.189999999999999931e-04,4.021787535947428383e-02
4.199999999999999632e-04,4.040952500142345333e-02
4.209999999999999875e-04,4.060162798987294180e-02
4.219999999999999576e-04,4.079418430287645725e-02
4.229999999999999819e-04,4.098719391854094285e-02
4.240000000000000062e-04,4.118065681836131225e-02
4.249999999999999763e-04,4.137457298055913918e-02
4.260000000000000006e-04,4.156894238674221226e-02
4.269999999999999707e-04,4.176376501524806106e-02
4.279999999999999950e-04,4.195904084447164145e-02
4.289999999999999651e-04,4.215476985286621681e-02
4.299999999999999894e-04,4.235095202227062011e-02
4.309999999999999595e-04,4.254758732792704445e-02
4.319999999999999838e-04,4.274467575179336648e-02
4.329999999999999539e-04,4.294221727255630172e-02
4.339999999999999782e-04,4.314021186896311449e-02
4.350000000000000026e-04,4.333865951982288078e-02
4.359999999999999726e-04,4.353756020400036120e-02
4.369999999999999970e-04,4.373691390042369620e-02
4.379999999999999671e-04,4.393672058808000686e-02
4.389999999999999914e-04,4.413698024601712955e-02
4.399999999999999615e-04,4.433769285334610705e-02
4.409999999999999858e-04,4.453885838923670598e-02
4.419999999999999559e-04,4.474047683292010913e-02
4.429999999999999802e-04,4.494254816036231254e-02
4.440000000000000045e-04,4.514507235092061338e-02
4.449999999999999746e-04,4.534804938401239965e-02
4.459999999999999989e-04,4.555147923579094815e-02
4.469999999999999690e-04,4.575536188579953922e-02
4.479999999999999933e-04,4.595969731364572819e-02
4.489999999999999634e-04,4.616448549899911796e-02
4.499999999999999877e-04,4.636972641826721947e-02
4.509999999999999578e-04,4.657542004791852264e-02
4.519999999999999821e-04,4.678156636781636429e-02
4.530000000000000064e-04,4.698816535455863780e-02
4.539999999999999765e-04,4.719521698813897853e-02
4.550000000000000008e-04,4.740272124861153596e-02
4.559999999999999709e-04,4.761067810944465822e-02
4.569999999999999952e-04,4.781908755082502765e-02
4.579999999999999653e-04,4.802794955300644653e-02
4.589999999999999896e-04,4.823726408965275936e-02
4.599999999999999597e-04,4.844703114115050946e-02
4.609999999999999840e-04,4.865725068462548736e-02
4.619999999999999541e-04,4.886792269726867449e-02
4.629999999999999784e-04,4.907904715633971959e-02
4.640000000000000027e-04,4.929062404249418688e-02
4.649999999999999728e-04,4.950265332979857102e-02
4.659999999999999971e-04,4.971513499571636463e-02
4.669999999999999672e-04,4.992806902110725337e-02
4.679999999999999915e-04,5.014145538024289417e-02
4.689999999999999616e-04,5.035529405412123016e-02
4.699999999999999859e-04,5.056958501715217574e-02
4.709999999999999560e-04,5.078432824714405186e-02
4.719999999999999803e-04,5.099952372197581046e-02
4.730000000000000046e-04,5.121517141959446712e-02
4.739999999999999747e-04,5.143127131469132918e-02
4.749999999999999990e-04,5.164782338535478523e-02
4.759999999999999691e-04,5.186482760974650552e-02
4.769999999999999934e-04,5.208228396609729943e-02
4.779999999999999635e-04,5.230019242938278856e-02
4.789999999999999879e-04,5.251855297464964878e-02
4.799999999999999580e-04,5.273736558367372873e-02
4.809999999999999823e-04,5.295663022831807731e-02
4.819999999999999524e-04,5.317634688717529784e-02
4.829999999999999767e-04,5.339651553891131691e-02
4.840000000000000010e-04,5.361713615893708151e-02
4.849999999999999711e-04,5.383820872606407543e-02
4.859999999999999954e-04,5.405973321252374730e-02
4.869999999999999655e-04,5.428170959727601080e-02
4.879999999999999898e-04,5.450413785935655231e-02
4.889999999999999599e-04,5.472701797121835854e-02
4.899999999999999842e-04,5.495034991204707231e-02
4.910000000000000085e-04,5.517413365777509848e-02
4.919999999999999244e-04,5.539836918440951136e-02
4.929999999999999487e-04,5.562305646803574616e-02
4.939999999999999730e-04,5.584819548481195772e-02
4.949999999999999973e-04,5.607378621097668103e-02
4.960000000000000216e-04,5.629982862284265560e-02
4.969999999999999375e-04,5.652632269680103044e-02
4.979999999999999618e-04,5.675326840599125705e-02
4.989999999999999861e-04,5.698066573028835041e-02
5.000000000000000104e-04,5.720851464631601657e-02
5.009999999999999263e-04,5.743681512744805429e-02
5.019999999999999506e-04,5.766556715046634168e-02
5.029999999999999749e-04,5.789477069223139538e-02
5.039999999999999992e-04,5.812442572635224264e-02
5.050000000000000235e-04,5.835453222984950811e-02
5.059999999999999394e-04,5.858509017982181655e-02
5.069999999999999637e-04,5.881609955011892626e-02
5.079999999999999880e-04,5.904756031800069416e-02
5.090000000000000123e-04,5.927947245747965804e-02
5.099999999999999282e-04,5.951183594264680687e-02
5.109999999999999525e-04,5.974465075100625355e-02
5.119999999999999768e-04,5.997791686014253970e-02
5.130000000000000011e-04,6.021163424439355399e-02
5.140000000000000254e-04,6.044580287817914038e-02
5.149999999999999413e-04,6.068042273600220138e-02
5.159999999999999656e-04,6.091549379244778906e-02
5.169999999999999899e-04,6.115101602551435700e-02
5.180000000000000143e-04,6.138698940995437198e-02
5.189999999999999301e-04,6.162341392060379647e-02
5.199999999999999544e-04,6.186028952905418127e-02
5.209999999999999788e-04,6.209761621363926731e-02
5.220000000000000031e-04,6.233539394944902223e-02
5.230000000000000274e-04,6.257362271165821388e-02
5.239999999999999433e-04,6.281230247552670176e-02
5.249999999999999676e-04,6.305143321307161985e-02
5.259999999999999919e-04,6.329101490305409639e-02
5.270000000000000162e-04,6.353104751766312785e-02
5.279999999999999321e-04,6.377153103250314536e-02
5.289999999999999564e-04,6.401246542326703703e-02
5.299999999999999807e-04,6.425385066240403564e-02
5.310000000000000050e-04,6.449568672578180617e-02
5.320000000000000293e-04,6.473797358602401131e-02
5.329999999999999452e-04,6.498071122250449749e-02
5.339999999999999695e-04,6.522389960469548997e-02
5.349999999999999938e-04,6.546753870881741322e-02
5.360000000000000181e-04,6.571162851118055037e-02
5.369999999999999340e-04,6.595616898152328877e-02
5.379999999999999583e-04,6.620116009966584003e-02
5.389999999999999826e-04,6.644660183552705823e-02
5.400000000000000069e-04,6.669249416577682776e-02
5.409999999999999228e-04,6.693883706384633203e-02
5.419999999999999471e-04,6.718563050325687680e-02
5.429999999999999714e-04,6.743287445762168042e-02
5.439999999999999957e-04,6.768056890064536035e-02
5.450000000000000200e-04,6.792871380945500470e-02
5.459999999999999359e-04,6.817730915460976093e-02
5.469999999999999602e-04,6.842635491009169124e-02
5.479999999999999845e-04,6.867585105330618889e-02
5.490000000000000088e-04,6.892579755509070649e-02
5.499999999999999247e-04,6.917619438970799839e-02
5.509999999999999490e-04,6.942704153151366131e-02
5.519999999999999733e-04,6.967833895162828250e-02
5.529999999999999976e-04,6.993008662792661589e-02
5.540000000000000219e-04,7.018228453171766745e-02
5.549999999999999378e-04,7.043493263440767094e-02
5.559999999999999621e-04,7.068803091082705159e-02
5.569999999999999864e-04,7.094157933590251874e-02
5.580000000000000107e-04,7.119557788465642745e-02
5.589999999999999266e-04,7.145002652554831302e-02
5.599999999999999509e-04,7.170492523379490279e-02
5.609999999999999752e-04,7.196027398470924985e-02
5.619999999999999996e-04,7.221607275037317253e-02
5.630000000000000239e-04,7.247232150296398223e-02
5.639999999999999397e-04,7.272902021476099210e-02
5.649999999999999641e-04,7.298616886146862270e-02
5.659999999999999884e-04,7.324376741556143378e-02
5.670000000000000127e-04,7.350181584961359982e-02
5.679999999999999286e-04,7.376031413629807743e-02
5.689999999999999529e-04,7.401926224838778490e-02
5.699999999999999772e-04,7.427866015875668471e-02
5.710000000000000015e-04,7.453850784037782673e-02
5.720000000000000258e-04,7.479880526299514942e-02
5.729999999999999417e-04,7.505955240311588950e-02
5.739999999999999660e-04,7.532074923401642363e-02
5.749999999999999903e-04,7.558239572574609877e-02
5.760000000000000146e-04,7.584449185178558650e-02
5.769999999999999305e-04,7.610703758571997490e-02
5.779999999999999548e-04,7.637003289790411653e-02
5.789999999999999791e-04,7.663347776212832418e-02
5.800000000000000034e-04,7.689737214895572825e-02
5.810000000000000277e-04,7.716171603238333732e-02
